screen_id,campaign_id,date,booked_impressions,delivered_impressions,delivery_rate,status,impression_diff
SCR_046,CAMP_C,2024-01-01,5000,5172,1.0344,ON TRACK,172
SCR_035,CAMP_C,2024-01-01,6000,5691,0.9485,ON TRACK,-309
SCR_017,CAMP_C,2024-01-01,3000,2941,0.9803333333333333,ON TRACK,-59
SCR_048,CAMP_D,2024-01-01,3000,2893,0.9643333333333334,ON TRACK,-107
SCR_021,CAMP_D,2024-01-01,5000,4682,0.9364,ON TRACK,-318
SCR_004,CAMP_D,2024-01-01,5000,4807,0.9614,ON TRACK,-193
SCR_050,CAMP_D,2024-01-01,5000,5153,1.0306,ON TRACK,153
SCR_038,CAMP_D,2024-01-01,3000,2208,0.736,UNDER-DELIVERY,-792
SCR_031,CAMP_D,2024-01-01,3000,1742,0.5806666666666667,UNDER-DELIVERY,-1258
SCR_033,CAMP_D,2024-01-01,5000,4776,0.9552,ON TRACK,-224
SCR_034,CAMP_D,2024-01-01,3000,2874,0.958,ON TRACK,-126
SCR_011,CAMP_D,2024-01-01,4000,3922,0.9805,ON TRACK,-78
SCR_047,CAMP_D,2024-01-01,5000,5191,1.0382,ON TRACK,191
SCR_044,CAMP_D,2024-01-01,3000,2946,0.982,ON TRACK,-54
SCR_006,CAMP_D,2024-01-01,3000,2782,0.9273333333333333,ON TRACK,-218
SCR_012,CAMP_D,2024-01-01,3000,3019,1.0063333333333333,ON TRACK,19
SCR_005,CAMP_D,2024-01-01,4000,3954,0.9885,ON TRACK,-46
SCR_037,CAMP_D,2024-01-01,5000,4962,0.9924,ON TRACK,-38
SCR_016,CAMP_D,2024-01-01,5000,4713,0.9426,ON TRACK,-287
SCR_026,CAMP_D,2024-01-01,3000,3357,1.119,OVER-DELIVERY,357
SCR_008,CAMP_D,2024-01-01,5000,3133,0.6266,UNDER-DELIVERY,-1867
SCR_035,CAMP_D,2024-01-01,4000,3776,0.944,ON TRACK,-224
SCR_019,CAMP_D,2024-01-01,6000,5793,0.9655,ON TRACK,-207
SCR_001,CAMP_E,2024-01-01,4000,3823,0.95575,ON TRACK,-177
SCR_008,CAMP_E,2024-01-01,6000,6044,1.0073333333333334,ON TRACK,44
SCR_005,CAMP_E,2024-01-01,4000,4147,1.03675,ON TRACK,147
SCR_045,CAMP_E,2024-01-01,4000,3652,0.913,ON TRACK,-348
SCR_010,CAMP_E,2024-01-01,5000,4817,0.9634,ON TRACK,-183
SCR_035,CAMP_E,2024-01-01,4000,4049,1.01225,ON TRACK,49
SCR_003,CAMP_E,2024-01-01,3000,2745,0.915,ON TRACK,-255
SCR_024,CAMP_E,2024-01-01,6000,6096,1.016,ON TRACK,96
SCR_038,CAMP_E,2024-01-01,6000,6100,1.0166666666666666,ON TRACK,100
SCR_036,CAMP_E,2024-01-01,4000,3983,0.99575,ON TRACK,-17
SCR_046,CAMP_E,2024-01-01,6000,6134,1.0223333333333333,ON TRACK,134
SCR_028,CAMP_E,2024-01-01,5000,4881,0.9762,ON TRACK,-119
SCR_009,CAMP_E,2024-01-01,5000,4624,0.9248,ON TRACK,-376
SCR_044,CAMP_E,2024-01-01,5000,5175,1.035,ON TRACK,175
SCR_020,CAMP_E,2024-01-01,5000,3633,0.7266,UNDER-DELIVERY,-1367
SCR_043,CAMP_E,2024-01-01,5000,4753,0.9506,ON TRACK,-247
SCR_037,CAMP_E,2024-01-01,3000,2954,0.9846666666666667,ON TRACK,-46
SCR_023,CAMP_E,2024-01-01,5000,3328,0.6656,UNDER-DELIVERY,-1672
SCR_014,CAMP_E,2024-01-01,4000,3676,0.919,ON TRACK,-324
SCR_022,CAMP_E,2024-01-01,5000,4981,0.9962,ON TRACK,-19
SCR_008,CAMP_A,2024-01-02,5000,5060,1.012,ON TRACK,60
SCR_047,CAMP_A,2024-01-02,5000,4837,0.9674,ON TRACK,-163
SCR_020,CAMP_A,2024-01-02,4000,4052,1.013,ON TRACK,52
SCR_033,CAMP_A,2024-01-02,4000,3787,0.94675,ON TRACK,-213
SCR_048,CAMP_A,2024-01-02,5000,5966,1.1932,OVER-DELIVERY,966
SCR_043,CAMP_A,2024-01-02,4000,3756,0.939,ON TRACK,-244
SCR_027,CAMP_A,2024-01-02,4000,3664,0.916,ON TRACK,-336
SCR_021,CAMP_A,2024-01-02,6000,6059,1.0098333333333334,ON TRACK,59
SCR_026,CAMP_A,2024-01-02,6000,5951,0.9918333333333333,ON TRACK,-49
SCR_019,CAMP_A,2024-01-02,4000,3839,0.95975,ON TRACK,-161
SCR_036,CAMP_A,2024-01-02,6000,5971,0.9951666666666666,ON TRACK,-29
SCR_009,CAMP_A,2024-01-02,3000,3065,1.0216666666666667,ON TRACK,65
SCR_013,CAMP_A,2024-01-02,3000,2815,0.9383333333333334,ON TRACK,-185
SCR_044,CAMP_A,2024-01-02,6000,3568,0.5946666666666667,UNDER-DELIVERY,-2432
SCR_025,CAMP_A,2024-01-02,3000,3042,1.014,ON TRACK,42
SCR_012,CAMP_A,2024-01-02,5000,5129,1.0258,ON TRACK,129
SCR_046,CAMP_A,2024-01-02,6000,5887,0.9811666666666666,ON TRACK,-113
SCR_042,CAMP_A,2024-01-02,4000,3886,0.9715,ON TRACK,-114
SCR_001,CAMP_A,2024-01-02,5000,5095,1.019,ON TRACK,95
SCR_010,CAMP_A,2024-01-02,5000,4888,0.9776,ON TRACK,-112
SCR_041,CAMP_B,2024-01-02,6000,5823,0.9705,ON TRACK,-177
SCR_016,CAMP_B,2024-01-02,3000,2893,0.9643333333333334,ON TRACK,-107
SCR_018,CAMP_B,2024-01-02,3000,3028,1.0093333333333334,ON TRACK,28
SCR_029,CAMP_B,2024-01-02,6000,6195,1.0325,ON TRACK,195
SCR_005,CAMP_B,2024-01-02,5000,5104,1.0208,ON TRACK,104
SCR_019,CAMP_B,2024-01-02,6000,6033,1.0055,ON TRACK,33
SCR_049,CAMP_B,2024-01-02,4000,3781,0.94525,ON TRACK,-219
SCR_048,CAMP_B,2024-01-02,6000,3766,0.6276666666666667,UNDER-DELIVERY,-2234
SCR_022,CAMP_B,2024-01-02,6000,6115,1.0191666666666668,ON TRACK,115
SCR_021,CAMP_B,2024-01-02,4000,3917,0.97925,ON TRACK,-83
SCR_035,CAMP_B,2024-01-02,6000,5977,0.9961666666666666,ON TRACK,-23
SCR_006,CAMP_B,2024-01-02,3000,2782,0.9273333333333333,ON TRACK,-218
SCR_009,CAMP_B,2024-01-02,6000,5662,0.9436666666666667,ON TRACK,-338
SCR_010,CAMP_B,2024-01-02,5000,4762,0.9524,ON TRACK,-238
SCR_015,CAMP_B,2024-01-02,6000,6201,1.0335,ON TRACK,201
SCR_025,CAMP_B,2024-01-02,6000,5523,0.9205,ON TRACK,-477
SCR_037,CAMP_B,2024-01-02,3000,2750,0.9166666666666666,ON TRACK,-250
SCR_014,CAMP_B,2024-01-02,5000,4594,0.9188,ON TRACK,-406
SCR_046,CAMP_B,2024-01-02,3000,3100,1.0333333333333334,ON TRACK,100
SCR_033,CAMP_B,2024-01-02,4000,3963,0.99075,ON TRACK,-37
SCR_016,CAMP_C,2024-01-02,4000,3049,0.76225,UNDER-DELIVERY,-951
SCR_009,CAMP_C,2024-01-02,4000,4672,1.168,OVER-DELIVERY,672
SCR_031,CAMP_C,2024-01-02,3000,2950,0.9833333333333333,ON TRACK,-50
SCR_043,CAMP_C,2024-01-02,3000,2897,0.9656666666666667,ON TRACK,-103
SCR_008,CAMP_C,2024-01-02,5000,3730,0.746,UNDER-DELIVERY,-1270
SCR_037,CAMP_C,2024-01-02,3000,3050,1.0166666666666666,ON TRACK,50
SCR_014,CAMP_C,2024-01-02,3000,2871,0.957,ON TRACK,-129
SCR_030,CAMP_C,2024-01-02,6000,5799,0.9665,ON TRACK,-201
SCR_017,CAMP_C,2024-01-02,5000,5147,1.0294,ON TRACK,147
SCR_024,CAMP_C,2024-01-02,6000,6104,1.0173333333333334,ON TRACK,104
SCR_011,CAMP_C,2024-01-02,5000,4709,0.9418,ON TRACK,-291
SCR_039,CAMP_C,2024-01-02,3000,2905,0.9683333333333334,ON TRACK,-95
SCR_046,CAMP_C,2024-01-02,6000,5981,0.9968333333333333,ON TRACK,-19
SCR_040,CAMP_C,2024-01-02,5000,4116,0.8232,UNDER-DELIVERY,-884
SCR_020,CAMP_C,2024-01-02,4000,3824,0.956,ON TRACK,-176
SCR_007,CAMP_C,2024-01-02,5000,5122,1.0244,ON TRACK,122
SCR_002,CAMP_C,2024-01-02,5000,4885,0.977,ON TRACK,-115
SCR_036,CAMP_C,2024-01-02,4000,4643,1.16075,OVER-DELIVERY,643
SCR_025,CAMP_C,2024-01-02,6000,5647,0.9411666666666667,ON TRACK,-353
SCR_013,CAMP_C,2024-01-02,6000,5842,0.9736666666666667,ON TRACK,-158
SCR_002,CAMP_D,2024-01-02,5000,5018,1.0036,ON TRACK,18
SCR_006,CAMP_D,2024-01-02,5000,5675,1.135,OVER-DELIVERY,675
SCR_019,CAMP_D,2024-01-02,4000,4024,1.006,ON TRACK,24
SCR_015,CAMP_D,2024-01-02,5000,5184,1.0368,ON TRACK,184
SCR_026,CAMP_D,2024-01-02,5000,5091,1.0182,ON TRACK,91
SCR_045,CAMP_D,2024-01-02,5000,4666,0.9332,ON TRACK,-334
SCR_016,CAMP_D,2024-01-02,3000,2779,0.9263333333333333,ON TRACK,-221
SCR_020,CAMP_D,2024-01-02,3000,2945,0.9816666666666667,ON TRACK,-55
SCR_038,CAMP_D,2024-01-02,4000,4031,1.00775,ON TRACK,31
SCR_024,CAMP_D,2024-01-02,3000,2953,0.9843333333333333,ON TRACK,-47
SCR_031,CAMP_D,2024-01-02,6000,5725,0.9541666666666667,ON TRACK,-275
SCR_036,CAMP_D,2024-01-02,3000,3066,1.022,ON TRACK,66
SCR_034,CAMP_D,2024-01-02,3000,2886,0.962,ON TRACK,-114
SCR_023,CAMP_D,2024-01-02,3000,2997,0.999,ON TRACK,-3
SCR_028,CAMP_D,2024-01-02,4000,3932,0.983,ON TRACK,-68
SCR_022,CAMP_D,2024-01-02,5000,5473,1.0946,OVER-DELIVERY,473
SCR_037,CAMP_D,2024-01-02,6000,6076,1.0126666666666666,ON TRACK,76
SCR_030,CAMP_D,2024-01-02,4000,3837,0.95925,ON TRACK,-163
SCR_018,CAMP_D,2024-01-02,6000,5919,0.9865,ON TRACK,-81
SCR_010,CAMP_D,2024-01-02,6000,5944,0.9906666666666667,ON TRACK,-56
SCR_040,CAMP_E,2024-01-02,3000,3005,1.0016666666666667,ON TRACK,5
SCR_048,CAMP_E,2024-01-02,6000,3532,0.5886666666666667,UNDER-DELIVERY,-2468
SCR_007,CAMP_E,2024-01-02,5000,4956,0.9912,ON TRACK,-44
SCR_014,CAMP_E,2024-01-02,4000,3923,0.98075,ON TRACK,-77
SCR_041,CAMP_E,2024-01-02,4000,4069,1.01725,ON TRACK,69
SCR_047,CAMP_E,2024-01-02,3000,2403,0.801,UNDER-DELIVERY,-597
SCR_017,CAMP_E,2024-01-02,5000,4854,0.9708,ON TRACK,-146
SCR_043,CAMP_E,2024-01-02,5000,5162,1.0324,ON TRACK,162
SCR_006,CAMP_E,2024-01-02,6000,5926,0.9876666666666667,ON TRACK,-74
SCR_011,CAMP_E,2024-01-02,6000,5930,0.9883333333333333,ON TRACK,-70
SCR_016,CAMP_E,2024-01-02,3000,3584,1.1946666666666668,OVER-DELIVERY,584
SCR_012,CAMP_E,2024-01-02,3000,2992,0.9973333333333333,ON TRACK,-8
SCR_036,CAMP_E,2024-01-02,5000,5046,1.0092,ON TRACK,46
SCR_005,CAMP_E,2024-01-02,4000,3978,0.9945,ON TRACK,-22
SCR_046,CAMP_E,2024-01-02,5000,4930,0.986,ON TRACK,-70
SCR_001,CAMP_E,2024-01-02,6000,5826,0.971,ON TRACK,-174
SCR_027,CAMP_E,2024-01-02,6000,5982,0.997,ON TRACK,-18
SCR_029,CAMP_E,2024-01-02,4000,4000,1.0,ON TRACK,0
SCR_031,CAMP_E,2024-01-02,5000,4810,0.962,ON TRACK,-190
SCR_010,CAMP_E,2024-01-02,3000,2852,0.9506666666666667,ON TRACK,-148
SCR_021,CAMP_A,2024-01-03,5000,5003,1.0006,ON TRACK,3
SCR_008,CAMP_A,2024-01-03,3000,2218,0.7393333333333333,UNDER-DELIVERY,-782
SCR_026,CAMP_A,2024-01-03,4000,3801,0.95025,ON TRACK,-199
SCR_033,CAMP_A,2024-01-03,3000,2766,0.922,ON TRACK,-234
SCR_001,CAMP_A,2024-01-03,3000,2775,0.925,ON TRACK,-225
SCR_043,CAMP_A,2024-01-03,4000,4012,1.003,ON TRACK,12
SCR_035,CAMP_A,2024-01-03,5000,4863,0.9726,ON TRACK,-137
SCR_030,CAMP_A,2024-01-03,6000,5889,0.9815,ON TRACK,-111
SCR_027,CAMP_A,2024-01-03,6000,5927,0.9878333333333333,ON TRACK,-73
SCR_004,CAMP_A,2024-01-03,4000,3783,0.94575,ON TRACK,-217
SCR_013,CAMP_A,2024-01-03,6000,6074,1.0123333333333333,ON TRACK,74
SCR_034,CAMP_A,2024-01-03,5000,4733,0.9466,ON TRACK,-267
SCR_024,CAMP_A,2024-01-03,5000,4926,0.9852,ON TRACK,-74
SCR_032,CAMP_A,2024-01-03,6000,5808,0.968,ON TRACK,-192
SCR_029,CAMP_A,2024-01-03,6000,5890,0.9816666666666667,ON TRACK,-110
SCR_041,CAMP_A,2024-01-03,6000,5710,0.9516666666666667,ON TRACK,-290
SCR_014,CAMP_A,2024-01-03,4000,3764,0.941,ON TRACK,-236
SCR_018,CAMP_A,2024-01-03,6000,6064,1.0106666666666666,ON TRACK,64
SCR_009,CAMP_A,2024-01-03,3000,2914,0.9713333333333334,ON TRACK,-86
SCR_045,CAMP_A,2024-01-03,6000,5977,0.9961666666666666,ON TRACK,-23
SCR_042,CAMP_B,2024-01-03,5000,5000,1.0,ON TRACK,0
SCR_010,CAMP_B,2024-01-03,3000,3062,1.0206666666666666,ON TRACK,62
SCR_032,CAMP_B,2024-01-03,6000,5948,0.9913333333333333,ON TRACK,-52
SCR_003,CAMP_B,2024-01-03,6000,5488,0.9146666666666666,ON TRACK,-512
SCR_009,CAMP_B,2024-01-03,3000,2996,0.9986666666666667,ON TRACK,-4
SCR_033,CAMP_B,2024-01-03,5000,5035,1.007,ON TRACK,35
SCR_038,CAMP_B,2024-01-03,6000,6053,1.0088333333333332,ON TRACK,53
SCR_022,CAMP_B,2024-01-03,3000,3000,1.0,ON TRACK,0
SCR_007,CAMP_B,2024-01-03,3000,2407,0.8023333333333333,UNDER-DELIVERY,-593
SCR_029,CAMP_B,2024-01-03,5000,4829,0.9658,ON TRACK,-171
SCR_050,CAMP_B,2024-01-03,4000,3934,0.9835,ON TRACK,-66
SCR_034,CAMP_B,2024-01-03,4000,3681,0.92025,ON TRACK,-319
SCR_030,CAMP_B,2024-01-03,6000,5647,0.9411666666666667,ON TRACK,-353
SCR_001,CAMP_B,2024-01-03,4000,3971,0.99275,ON TRACK,-29
SCR_049,CAMP_B,2024-01-03,6000,5467,0.9111666666666667,ON TRACK,-533
SCR_027,CAMP_B,2024-01-03,6000,5988,0.998,ON TRACK,-12
SCR_036,CAMP_B,2024-01-03,4000,3436,0.859,UNDER-DELIVERY,-564
SCR_005,CAMP_B,2024-01-03,5000,4825,0.965,ON TRACK,-175
SCR_031,CAMP_B,2024-01-03,5000,4746,0.9492,ON TRACK,-254
SCR_026,CAMP_B,2024-01-03,6000,5543,0.9238333333333333,ON TRACK,-457
SCR_025,CAMP_C,2024-01-03,5000,5018,1.0036,ON TRACK,18
SCR_037,CAMP_C,2024-01-03,4000,4109,1.02725,ON TRACK,109
SCR_023,CAMP_C,2024-01-03,3000,2901,0.967,ON TRACK,-99
SCR_049,CAMP_C,2024-01-03,5000,4608,0.9216,ON TRACK,-392
SCR_019,CAMP_C,2024-01-03,5000,4820,0.964,ON TRACK,-180
SCR_045,CAMP_C,2024-01-03,4000,3920,0.98,ON TRACK,-80
SCR_046,CAMP_C,2024-01-03,5000,5143,1.0286,ON TRACK,143
SCR_002,CAMP_C,2024-01-03,4000,4068,1.017,ON TRACK,68
SCR_026,CAMP_C,2024-01-03,6000,5690,0.9483333333333334,ON TRACK,-310
SCR_018,CAMP_C,2024-01-03,5000,4854,0.9708,ON TRACK,-146
SCR_001,CAMP_C,2024-01-03,3000,3106,1.0353333333333334,ON TRACK,106
SCR_047,CAMP_C,2024-01-03,6000,6087,1.0145,ON TRACK,87
SCR_004,CAMP_C,2024-01-03,5000,5576,1.1152,OVER-DELIVERY,576
SCR_032,CAMP_C,2024-01-03,5000,4845,0.969,ON TRACK,-155
SCR_044,CAMP_C,2024-01-03,5000,5084,1.0168,ON TRACK,84
SCR_015,CAMP_C,2024-01-03,5000,5463,1.0926,OVER-DELIVERY,463
SCR_048,CAMP_C,2024-01-03,3000,3097,1.0323333333333333,ON TRACK,97
SCR_035,CAMP_C,2024-01-03,5000,4693,0.9386,ON TRACK,-307
SCR_013,CAMP_C,2024-01-03,3000,2911,0.9703333333333334,ON TRACK,-89
SCR_020,CAMP_C,2024-01-03,5000,4625,0.925,ON TRACK,-375
SCR_003,CAMP_D,2024-01-03,5000,3204,0.6408,UNDER-DELIVERY,-1796
SCR_050,CAMP_D,2024-01-03,6000,5644,0.9406666666666667,ON TRACK,-356
SCR_020,CAMP_D,2024-01-03,5000,5779,1.1558,OVER-DELIVERY,779
SCR_032,CAMP_D,2024-01-03,5000,3024,0.6048,UNDER-DELIVERY,-1976
SCR_008,CAMP_D,2024-01-03,3000,3051,1.017,ON TRACK,51
SCR_007,CAMP_D,2024-01-03,3000,2980,0.9933333333333333,ON TRACK,-20
SCR_016,CAMP_D,2024-01-03,3000,1880,0.6266666666666667,UNDER-DELIVERY,-1120
SCR_035,CAMP_D,2024-01-03,4000,3746,0.9365,ON TRACK,-254
SCR_009,CAMP_D,2024-01-03,4000,4062,1.0155,ON TRACK,62
SCR_025,CAMP_D,2024-01-03,4000,3716,0.929,ON TRACK,-284
SCR_030,CAMP_D,2024-01-03,3000,3113,1.0376666666666667,ON TRACK,113
SCR_024,CAMP_D,2024-01-03,4000,4055,1.01375,ON TRACK,55
SCR_043,CAMP_D,2024-01-03,3000,2740,0.9133333333333333,ON TRACK,-260
SCR_027,CAMP_D,2024-01-03,3000,3037,1.0123333333333333,ON TRACK,37
SCR_010,CAMP_D,2024-01-03,5000,3004,0.6008,UNDER-DELIVERY,-1996
SCR_037,CAMP_D,2024-01-03,4000,3913,0.97825,ON TRACK,-87
SCR_045,CAMP_D,2024-01-03,3000,3033,1.011,ON TRACK,33
SCR_047,CAMP_D,2024-01-03,3000,2816,0.9386666666666666,ON TRACK,-184
SCR_038,CAMP_D,2024-01-03,3000,3084,1.028,ON TRACK,84
SCR_031,CAMP_D,2024-01-03,5000,5176,1.0352,ON TRACK,176
SCR_004,CAMP_E,2024-01-03,6000,6949,1.1581666666666666,OVER-DELIVERY,949
SCR_031,CAMP_E,2024-01-03,4000,4101,1.02525,ON TRACK,101
SCR_026,CAMP_E,2024-01-03,6000,5813,0.9688333333333333,ON TRACK,-187
SCR_028,CAMP_E,2024-01-03,6000,5703,0.9505,ON TRACK,-297
SCR_044,CAMP_E,2024-01-03,5000,4793,0.9586,ON TRACK,-207
SCR_007,CAMP_E,2024-01-03,4000,3886,0.9715,ON TRACK,-114
SCR_032,CAMP_E,2024-01-03,3000,2766,0.922,ON TRACK,-234
SCR_029,CAMP_E,2024-01-03,3000,2875,0.9583333333333334,ON TRACK,-125
SCR_005,CAMP_E,2024-01-03,4000,3944,0.986,ON TRACK,-56
SCR_006,CAMP_E,2024-01-03,5000,4817,0.9634,ON TRACK,-183
SCR_021,CAMP_E,2024-01-03,6000,6022,1.0036666666666667,ON TRACK,22
SCR_039,CAMP_E,2024-01-03,5000,4778,0.9556,ON TRACK,-222
SCR_010,CAMP_E,2024-01-03,4000,3890,0.9725,ON TRACK,-110
SCR_042,CAMP_E,2024-01-03,3000,2946,0.982,ON TRACK,-54
SCR_009,CAMP_E,2024-01-03,3000,2953,0.9843333333333333,ON TRACK,-47
SCR_018,CAMP_E,2024-01-03,6000,6220,1.0366666666666666,ON TRACK,220
SCR_040,CAMP_E,2024-01-03,3000,2986,0.9953333333333333,ON TRACK,-14
SCR_025,CAMP_E,2024-01-03,5000,3019,0.6038,UNDER-DELIVERY,-1981
SCR_019,CAMP_E,2024-01-03,5000,4778,0.9556,ON TRACK,-222
SCR_015,CAMP_E,2024-01-03,4000,3934,0.9835,ON TRACK,-66
SCR_026,CAMP_A,2024-01-04,3000,2836,0.9453333333333334,ON TRACK,-164
SCR_005,CAMP_A,2024-01-04,6000,5804,0.9673333333333334,ON TRACK,-196
SCR_010,CAMP_A,2024-01-04,5000,4883,0.9766,ON TRACK,-117
SCR_041,CAMP_A,2024-01-04,5000,4734,0.9468,ON TRACK,-266
SCR_002,CAMP_A,2024-01-04,6000,5700,0.95,ON TRACK,-300
SCR_006,CAMP_A,2024-01-04,4000,3951,0.98775,ON TRACK,-49
SCR_034,CAMP_A,2024-01-04,3000,3098,1.0326666666666666,ON TRACK,98
SCR_014,CAMP_A,2024-01-04,4000,3790,0.9475,ON TRACK,-210
SCR_025,CAMP_A,2024-01-04,3000,2351,0.7836666666666666,UNDER-DELIVERY,-649
SCR_027,CAMP_A,2024-01-04,4000,3916,0.979,ON TRACK,-84
SCR_030,CAMP_A,2024-01-04,4000,4073,1.01825,ON TRACK,73
SCR_022,CAMP_A,2024-01-04,5000,4137,0.8274,UNDER-DELIVERY,-863
SCR_011,CAMP_A,2024-01-04,3000,2909,0.9696666666666667,ON TRACK,-91
SCR_024,CAMP_A,2024-01-04,3000,2954,0.9846666666666667,ON TRACK,-46
SCR_020,CAMP_A,2024-01-04,6000,5785,0.9641666666666666,ON TRACK,-215
SCR_021,CAMP_A,2024-01-04,3000,3106,1.0353333333333334,ON TRACK,106
SCR_045,CAMP_A,2024-01-04,4000,3961,0.99025,ON TRACK,-39
SCR_004,CAMP_A,2024-01-04,5000,5891,1.1782,OVER-DELIVERY,891
SCR_048,CAMP_A,2024-01-04,4000,3848,0.962,ON TRACK,-152
SCR_044,CAMP_A,2024-01-04,3000,2851,0.9503333333333334,ON TRACK,-149
SCR_022,CAMP_B,2024-01-04,4000,3980,0.995,ON TRACK,-20
SCR_015,CAMP_B,2024-01-04,4000,3966,0.9915,ON TRACK,-34
SCR_050,CAMP_B,2024-01-04,6000,6052,1.0086666666666666,ON TRACK,52
SCR_011,CAMP_B,2024-01-04,6000,6147,1.0245,ON TRACK,147
SCR_005,CAMP_B,2024-01-04,5000,4957,0.9914,ON TRACK,-43
SCR_033,CAMP_B,2024-01-04,4000,3883,0.97075,ON TRACK,-117
SCR_041,CAMP_B,2024-01-04,5000,4934,0.9868,ON TRACK,-66
SCR_008,CAMP_B,2024-01-04,5000,4751,0.9502,ON TRACK,-249
