screen_id,campaign_id,date,booked_impressions,delivered_impressions
SCR_009,CAMP_E,2024-01-01,5000,4624
SCR_044,CAMP_E,2024-01-01,5000,5175
SCR_020,CAMP_E,2024-01-01,5000,3633
SCR_043,CAMP_E,2024-01-01,5000,4753
SCR_037,CAMP_E,2024-01-01,3000,2954
SCR_023,CAMP_E,2024-01-01,5000,3328
SCR_014,CAMP_E,2024-01-01,4000,3676
SCR_022,CAMP_E,2024-01-01,5000,4981
SCR_008,CAMP_A,2024-01-02,5000,5060
SCR_047,CAMP_A,2024-01-02,5000,4837
SCR_020,CAMP_A,2024-01-02,4000,4052
SCR_033,CAMP_A,2024-01-02,4000,3787
SCR_048,CAMP_A,2024-01-02,5000,5966
SCR_043,CAMP_A,2024-01-02,4000,3756
SCR_027,CAMP_A,2024-01-02,4000,3664
SCR_021,CAMP_A,2024-01-02,6000,6059
SCR_026,CAMP_A,2024-01-02,6000,5951
SCR_019,CAMP_A,2024-01-02,4000,3839
SCR_036,CAMP_A,2024-01-02,6000,5971
SCR_009,CAMP_A,2024-01-02,3000,3065
SCR_013,CAMP_A,2024-01-02,3000,2815
SCR_044,CAMP_A,2024-01-02,6000,3568
SCR_025,CAMP_A,2024-01-02,3000,3042
SCR_012,CAMP_A,2024-01-02,5000,5129
SCR_046,CAMP_A,2024-01-02,6000,5887
SCR_042,CAMP_A,2024-01-02,4000,3886
SCR_001,CAMP_A,2024-01-02,5000,5095
SCR_010,CAMP_A,2024-01-02,5000,4888
SCR_041,CAMP_B,2024-01-02,6000,5823
SCR_016,CAMP_B,2024-01-02,3000,2893
SCR_018,CAMP_B,2024-01-02,3000,3028
SCR_029,CAMP_B,2024-01-02,6000,6195
SCR_005,CAMP_B,2024-01-02,5000,5104
SCR_019,CAMP_B,2024-01-02,6000,6033
SCR_049,CAMP_B,2024-01-02,4000,3781
SCR_048,CAMP_B,2024-01-02,6000,3766
SCR_022,CAMP_B,2024-01-02,6000,6115
SCR_021,CAMP_B,2024-01-02,4000,3917
SCR_035,CAMP_B,2024-01-02,6000,5977
SCR_006,CAMP_B,2024-01-02,3000,2782
SCR_009,CAMP_B,2024-01-02,6000,5662
SCR_010,CAMP_B,2024-01-02,5000,4762
SCR_015,CAMP_B,2024-01-02,6000,6201
SCR_025,CAMP_B,2024-01-02,6000,5523
SCR_037,CAMP_B,2024-01-02,3000,2750
SCR_014,CAMP_B,2024-01-02,5000,4594
SCR_046,CAMP_B,2024-01-02,3000,3100
SCR_033,CAMP_B,2024-01-02,4000,3963
SCR_016,CAMP_C,2024-01-02,4000,3049
SCR_009,CAMP_C,2024-01-02,4000,4672
SCR_031,CAMP_C,2024-01-02,3000,2950
SCR_043,CAMP_C,2024-01-02,3000,2897
SCR_008,CAMP_C,2024-01-02,5000,3730
SCR_037,CAMP_C,2024-01-02,3000,3050
SCR_014,CAMP_C,2024-01-02,3000,2871
SCR_030,CAMP_C,2024-01-02,6000,5799
SCR_017,CAMP_C,2024-01-02,5000,5147
SCR_024,CAMP_C,2024-01-02,6000,6104
SCR_011,CAMP_C,2024-01-02,5000,4709
SCR_039,CAMP_C,2024-01-02,3000,2905
SCR_046,CAMP_C,2024-01-02,6000,5981
SCR_040,CAMP_C,2024-01-02,5000,4116
SCR_020,CAMP_C,2024-01-02,4000,3824
SCR_007,CAMP_C,2024-01-02,5000,5122
SCR_002,CAMP_C,2024-01-02,5000,4885
SCR_036,CAMP_C,2024-01-02,4000,4643
SCR_025,CAMP_C,2024-01-02,6000,5647
SCR_013,CAMP_C,2024-01-02,6000,5842
SCR_002,CAMP_D,2024-01-02,5000,5018
SCR_006,CAMP_D,2024-01-02,5000,5675
SCR_019,CAMP_D,2024-01-02,4000,4024
SCR_015,CAMP_D,2024-01-02,5000,5184
SCR_026,CAMP_D,2024-01-02,5000,5091
SCR_045,CAMP_D,2024-01-02,5000,4666
SCR_016,CAMP_D,2024-01-02,3000,2779
SCR_020,CAMP_D,2024-01-02,3000,2945
SCR_038,CAMP_D,2024-01-02,4000,4031
SCR_024,CAMP_D,2024-01-02,3000,2953
SCR_031,CAMP_D,2024-01-02,6000,5725
SCR_036,CAMP_D,2024-01-02,3000,3066
SCR_034,CAMP_D,2024-01-02,3000,2886
SCR_023,CAMP_D,2024-01-02,3000,2997
SCR_028,CAMP_D,2024-01-02,4000,3932
SCR_022,CAMP_D,2024-01-02,5000,5473
SCR_037,CAMP_D,2024-01-02,6000,6076
SCR_030,CAMP_D,2024-01-02,4000,3837
SCR_018,CAMP_D,2024-01-02,6000,5919
SCR_010,CAMP_D,2024-01-02,6000,5944
SCR_040,CAMP_E,2024-01-02,3000,3005
SCR_048,CAMP_E,2024-01-02,6000,3532
SCR_007,CAMP_E,2024-01-02,5000,4956
SCR_014,CAMP_E,2024-01-02,4000,3923
SCR_041,CAMP_E,2024-01-02,4000,4069
SCR_047,CAMP_E,2024-01-02,3000,2403
SCR_017,CAMP_E,2024-01-02,5000,4854
SCR_043,CAMP_E,2024-01-02,5000,5162
SCR_006,CAMP_E,2024-01-02,6000,5926
SCR_011,CAMP_E,2024-01-02,6000,5930
SCR_016,CAMP_E,2024-01-02,3000,3584
SCR_012,CAMP_E,2024-01-02,3000,2992
SCR_036,CAMP_E,2024-01-02,5000,5046
SCR_005,CAMP_E,2024-01-02,4000,3978
SCR_046,CAMP_E,2024-01-02,5000,4930
SCR_001,CAMP_E,2024-01-02,6000,5826
SCR_027,CAMP_E,2024-01-02,6000,5982
SCR_029,CAMP_E,2024-01-02,4000,4000
SCR_031,CAMP_E,2024-01-02,5000,4810
SCR_010,CAMP_E,2024-01-02,3000,2852
SCR_021,CAMP_A,2024-01-03,5000,5003
SCR_008,CAMP_A,2024-01-03,3000,2218
SCR_026,CAMP_A,2024-01-03,4000,3801
SCR_033,CAMP_A,2024-01-03,3000,2766
SCR_001,CAMP_A,2024-01-03,3000,2775
SCR_043,CAMP_A,2024-01-03,4000,4012
SCR_035,CAMP_A,2024-01-03,5000,4863
SCR_030,CAMP_A,2024-01-03,6000,5889
SCR_027,CAMP_A,2024-01-03,6000,5927
SCR_004,CAMP_A,2024-01-03,4000,3783
SCR_013,CAMP_A,2024-01-03,6000,6074
SCR_034,CAMP_A,2024-01-03,5000,4733
SCR_024,CAMP_A,2024-01-03,5000,4926
SCR_032,CAMP_A,2024-01-03,6000,5808
SCR_029,CAMP_A,2024-01-03,6000,5890
SCR_041,CAMP_A,2024-01-03,6000,5710
SCR_014,CAMP_A,2024-01-03,4000,3764
SCR_018,CAMP_A,2024-01-03,6000,6064
SCR_009,CAMP_A,2024-01-03,3000,2914
SCR_045,CAMP_A,2024-01-03,6000,5977
SCR_042,CAMP_B,2024-01-03,5000,5000
SCR_010,CAMP_B,2024-01-03,3000,3062
SCR_032,CAMP_B,2024-01-03,6000,5948
SCR_003,CAMP_B,2024-01-03,6000,5488
SCR_009,CAMP_B,2024-01-03,3000,2996
SCR_033,CAMP_B,2024-01-03,5000,5035
SCR_038,CAMP_B,2024-01-03,6000,6053
SCR_022,CAMP_B,2024-01-03,3000,3000
SCR_007,CAMP_B,2024-01-03,3000,2407
SCR_029,CAMP_B,2024-01-03,5000,4829
SCR_050,CAMP_B,2024-01-03,4000,3934
SCR_034,CAMP_B,2024-01-03,4000,3681
SCR_030,CAMP_B,2024-01-03,6000,5647
SCR_001,CAMP_B,2024-01-03,4000,3971
SCR_049,CAMP_B,2024-01-03,6000,5467
SCR_027,CAMP_B,2024-01-03,6000,5988
SCR_036,CAMP_B,2024-01-03,4000,3436
SCR_005,CAMP_B,2024-01-03,5000,4825
SCR_031,CAMP_B,2024-01-03,5000,4746
SCR_026,CAMP_B,2024-01-03,6000,5543
SCR_025,CAMP_C,2024-01-03,5000,5018
SCR_037,CAMP_C,2024-01-03,4000,4109
SCR_023,CAMP_C,2024-01-03,3000,2901
SCR_049,CAMP_C,2024-01-03,5000,4608
SCR_019,CAMP_C,2024-01-03,5000,4820
SCR_045,CAMP_C,2024-01-03,4000,3920
SCR_046,CAMP_C,2024-01-03,5000,5143
SCR_002,CAMP_C,2024-01-03,4000,4068
SCR_026,CAMP_C,2024-01-03,6000,5690
SCR_018,CAMP_C,2024-01-03,5000,4854
SCR_001,CAMP_C,2024-01-03,3000,3106
SCR_047,CAMP_C,2024-01-03,6000,6087
SCR_004,CAMP_C,2024-01-03,5000,5576
SCR_032,CAMP_C,2024-01-03,5000,4845
SCR_044,CAMP_C,2024-01-03,5000,5084
SCR_015,CAMP_C,2024-01-03,5000,5463
SCR_048,CAMP_C,2024-01-03,3000,3097
SCR_035,CAMP_C,2024-01-03,5000,4693
SCR_013,CAMP_C,2024-01-03,3000,2911
SCR_020,CAMP_C,2024-01-03,5000,4625
SCR_003,CAMP_D,2024-01-03,5000,3204
SCR_050,CAMP_D,2024-01-03,6000,5644
SCR_020,CAMP_D,2024-01-03,5000,5779
SCR_032,CAMP_D,2024-01-03,5000,3024
SCR_008,CAMP_D,2024-01-03,3000,3051
SCR_007,CAMP_D,2024-01-03,3000,2980
SCR_016,CAMP_D,2024-01-03,3000,1880
SCR_035,CAMP_D,2024-01-03,4000,3746
SCR_009,CAMP_D,2024-01-03,4000,4062
SCR_025,CAMP_D,2024-01-03,4000,3716
SCR_030,CAMP_D,2024-01-03,3000,3113
SCR_024,CAMP_D,2024-01-03,4000,4055
SCR_043,CAMP_D,2024-01-03,3000,2740
SCR_027,CAMP_D,2024-01-03,3000,3037
SCR_010,CAMP_D,2024-01-03,5000,3004
SCR_037,CAMP_D,2024-01-03,4000,3913
SCR_045,CAMP_D,2024-01-03,3000,3033
SCR_047,CAMP_D,2024-01-03,3000,2816
SCR_038,CAMP_D,2024-01-03,3000,3084
SCR_031,CAMP_D,2024-01-03,5000,5176
SCR_004,CAMP_E,2024-01-03,6000,6949
SCR_031,CAMP_E,2024-01-03,4000,4101
SCR_026,CAMP_E,2024-01-03,6000,5813
SCR_028,CAMP_E,2024-01-03,6000,5703
SCR_044,CAMP_E,2024-01-03,5000,4793
SCR_007,CAMP_E,2024-01-03,4000,3886
SCR_032,CAMP_E,2024-01-03,3000,2766
SCR_029,CAMP_E,2024-01-03,3000,2875
SCR_005,CAMP_E,2024-01-03,4000,3944
SCR_006,CAMP_E,2024-01-03,5000,4817
SCR_021,CAMP_E,2024-01-03,6000,6022
SCR_039,CAMP_E,2024-01-03,5000,4778
SCR_010,CAMP_E,2024-01-03,4000,3890
SCR_042,CAMP_E,2024-01-03,3000,2946
SCR_009,CAMP_E,2024-01-03,3000,2953
SCR_018,CAMP_E,2024-01-03,6000,6220
SCR_040,CAMP_E,2024-01-03,3000,2986
SCR_025,CAMP_E,2024-01-03,5000,3019
SCR_019,CAMP_E,2024-01-03,5000,4778
SCR_015,CAMP_E,2024-01-03,4000,3934
SCR_026,CAMP_A,2024-01-04,3000,2836
SCR_005,CAMP_A,2024-01-04,6000,5804
SCR_010,CAMP_A,2024-01-04,5000,4883
SCR_041,CAMP_A,2024-01-04,5000,4734
SCR_002,CAMP_A,2024-01-04,6000,5700
SCR_006,CAMP_A,2024-01-04,4000,3951
SCR_034,CAMP_A,2024-01-04,3000,3098
SCR_014,CAMP_A,2024-01-04,4000,3790
SCR_025,CAMP_A,2024-01-04,3000,2351
SCR_027,CAMP_A,2024-01-04,4000,3916
SCR_030,CAMP_A,2024-01-04,4000,4073
SCR_022,CAMP_A,2024-01-04,5000,4137
SCR_011,CAMP_A,2024-01-04,3000,2909
SCR_024,CAMP_A,2024-01-04,3000,2954
SCR_020,CAMP_A,2024-01-04,6000,5785
SCR_021,CAMP_A,2024-01-04,3000,3106
SCR_045,CAMP_A,2024-01-04,4000,3961
SCR_004,CAMP_A,2024-01-04,5000,5891
SCR_048,CAMP_A,2024-01-04,4000,3848
SCR_044,CAMP_A,2024-01-04,3000,2851
SCR_022,CAMP_B,2024-01-04,4000,3980
SCR_015,CAMP_B,2024-01-04,4000,3966
SCR_050,CAMP_B,2024-01-04,6000,6052
SCR_011,CAMP_B,2024-01-04,6000,6147
SCR_005,CAMP_B,2024-01-04,5000,4957
SCR_033,CAMP_B,2024-01-04,4000,3883
SCR_041,CAMP_B,2024-01-04,5000,4934
SCR_008,CAMP_B,2024-01-04,5000,4751
SCR_034,CAMP_B,2024-01-04,6000,3840
SCR_045,CAMP_B,2024-01-04,5000,4142
SCR_013,CAMP_B,2024-01-04,3000,2927
SCR_023,CAMP_B,2024-01-04,6000,6204
SCR_039,CAMP_B,2024-01-04,3000,3045
SCR_010,CAMP_B,2024-01-04,4000,3887
SCR_016,CAMP_B,2024-01-04,4000,3874
SCR_007,CAMP_B,2024-01-04,5000,4604
SCR_037,CAMP_B,2024-01-04,4000,3075
SCR_017,CAMP_B,2024-01-04,6000,5935
SCR_040,CAMP_B,2024-01-04,5000,4733
SCR_006,CAMP_B,2024-01-04,6000,5989
SCR_004,CAMP_C,2024-01-04,3000,2876
SCR_041,CAMP_C,2024-01-04,5000,4985
SCR_042,CAMP_C,2024-01-04,3000,2895
SCR_022,CAMP_C,2024-01-04,5000,3086
SCR_005,CAMP_C,2024-01-04,4000,4038
SCR_047,CAMP_C,2024-01-04,4000,3711
SCR_007,CAMP_C,2024-01-04,3000,3037
SCR_036,CAMP_C,2024-01-04,3000,3071
SCR_025,CAMP_C,2024-01-04,4000,3720
SCR_019,CAMP_C,2024-01-04,4000,4040
SCR_017,CAMP_C,2024-01-04,4000,3662
SCR_039,CAMP_C,2024-01-04,5000,4704
SCR_010,CAMP_C,2024-01-04,6000,6046
SCR_045,CAMP_C,2024-01-04,6000,5646
SCR_006,CAMP_C,2024-01-04,6000,5611
SCR_038,CAMP_C,2024-01-04,6000,5679
SCR_023,CAMP_C,2024-01-04,6000,5786
SCR_020,CAMP_C,2024-01-04,4000,4056
SCR_026,CAMP_C,2024-01-04,4000,3667
SCR_046,CAMP_C,2024-01-04,6000,5892
SCR_007,CAMP_D,2024-01-04,5000,5196
SCR_046,CAMP_D,2024-01-04,5000,4757
SCR_034,CAMP_D,2024-01-04,3000,2983
SCR_008,CAMP_D,2024-01-04,4000,3789
SCR_019,CAMP_D,2024-01-04,6000,5568
SCR_006,CAMP_D,2024-01-04,6000,5464
SCR_011,CAMP_D,2024-01-04,3000,1745
SCR_018,CAMP_D,2024-01-04,4000,4018
SCR_029,CAMP_D,2024-01-04,6000,6602
SCR_033,CAMP_D,2024-01-04,5000,4704
SCR_010,CAMP_D,2024-01-04,6000,4907
SCR_028,CAMP_D,2024-01-04,6000,5472
SCR_045,CAMP_D,2024-01-04,4000,3791
SCR_015,CAMP_D,2024-01-04,3000,2823
SCR_042,CAMP_D,2024-01-04,6000,5981
SCR_023,CAMP_D,2024-01-04,5000,3499
SCR_002,CAMP_D,2024-01-04,3000,2913
SCR_027,CAMP_D,2024-01-04,6000,5657
SCR_004,CAMP_D,2024-01-04,3000,2756
SCR_013,CAMP_D,2024-01-04,4000,3966
SCR_050,CAMP_E,2024-01-04,4000,3804
SCR_038,CAMP_E,2024-01-04,5000,5192
SCR_048,CAMP_E,2024-01-04,6000,6047
SCR_022,CAMP_E,2024-01-04,4000,4088
SCR_009,CAMP_E,2024-01-04,3000,2859
SCR_003,CAMP_E,2024-01-04,3000,2900
SCR_023,CAMP_E,2024-01-04,6000,6157
SCR_035,CAMP_E,2024-01-04,6000,5605
SCR_047,CAMP_E,2024-01-04,6000,6081
SCR_012,CAMP_E,2024-01-04,5000,5022
SCR_030,CAMP_E,2024-01-04,3000,3118
SCR_031,CAMP_E,2024-01-04,4000,3807
SCR_041,CAMP_E,2024-01-04,3000,2845
SCR_046,CAMP_E,2024-01-04,6000,5792
SCR_005,CAMP_E,2024-01-04,6000,5493
SCR_040,CAMP_E,2024-01-04,5000,4832
SCR_045,CAMP_E,2024-01-04,3000,2226
SCR_019,CAMP_E,2024-01-04,5000,5037
SCR_013,CAMP_E,2024-01-04,4000,3714
SCR_002,CAMP_E,2024-01-04,6000,3153
SCR_050,CAMP_A,2024-01-05,5000,4623
SCR_042,CAMP_A,2024-01-05,4000,3841
SCR_024,CAMP_A,2024-01-05,3000,2831
SCR_048,CAMP_A,2024-01-05,6000,5937
SCR_025,CAMP_A,2024-01-05,6000,5565
SCR_037,CAMP_A,2024-01-05,3000,3080
SCR_003,CAMP_A,2024-01-05,6000,6092
SCR_039,CAMP_A,2024-01-05,5000,5011
SCR_010,CAMP_A,2024-01-05,5000,5103
SCR_029,CAMP_A,2024-01-05,4000,3904
SCR_047,CAMP_A,2024-01-05,3000,3038
SCR_040,CAMP_A,2024-01-05,4000,3653
SCR_041,CAMP_A,2024-01-05,5000,5188
SCR_005,CAMP_A,2024-01-05,4000,3684
SCR_009,CAMP_A,2024-01-05,5000,5016
SCR_034,CAMP_A,2024-01-05,6000,6059
SCR_043,CAMP_A,2024-01-05,3000,2853
SCR_026,CAMP_A,2024-01-05,3000,2995
SCR_021,CAMP_A,2024-01-05,5000,5088
SCR_032,CAMP_A,2024-01-05,4000,3707
SCR_033,CAMP_B,2024-01-05,3000,2795
SCR_004,CAMP_B,2024-01-05,4000,3964
SCR_008,CAMP_B,2024-01-05,5000,4916
SCR_034,CAMP_B,2024-01-05,3000,3578
SCR_010,CAMP_B,2024-01-05,5000,5048
SCR_020,CAMP_B,2024-01-05,6000,5483
SCR_011,CAMP_B,2024-01-05,5000,4746
SCR_044,CAMP_B,2024-01-05,4000,3996
SCR_021,CAMP_B,2024-01-05,5000,4997
SCR_015,CAMP_B,2024-01-05,4000,3891
SCR_023,CAMP_B,2024-01-05,4000,3714
SCR_047,CAMP_B,2024-01-05,5000,5109
SCR_019,CAMP_B,2024-01-05,6000,5749
SCR_006,CAMP_B,2024-01-05,3000,2911
SCR_017,CAMP_B,2024-01-05,5000,4641
SCR_013,CAMP_B,2024-01-05,3000,2879
SCR_018,CAMP_B,2024-01-05,6000,6134
SCR_009,CAMP_B,2024-01-05,4000,4125
SCR_045,CAMP_B,2024-01-05,5000,4653
SCR_032,CAMP_B,2024-01-05,6000,5700
SCR_002,CAMP_C,2024-01-05,5000,5046
SCR_006,CAMP_C,2024-01-05,5000,2597
SCR_026,CAMP_C,2024-01-05,4000,3790
SCR_033,CAMP_C,2024-01-05,6000,6056
SCR_030,CAMP_C,2024-01-05,5000,4955
SCR_016,CAMP_C,2024-01-05,3000,2767
SCR_014,CAMP_C,2024-01-05,5000,4770
SCR_038,CAMP_C,2024-01-05,5000,4679
SCR_023,CAMP_C,2024-01-05,6000,5495
SCR_004,CAMP_C,2024-01-05,4000,4058
SCR_041,CAMP_C,2024-01-05,6000,6156
SCR_019,CAMP_C,2024-01-05,4000,3958
SCR_032,CAMP_C,2024-01-05,4000,3960
SCR_031,CAMP_C,2024-01-05,5000,4879
SCR_039,CAMP_C,2024-01-05,6000,5693
SCR_035,CAMP_C,2024-01-05,3000,2992
SCR_001,CAMP_C,2024-01-05,6000,6081
SCR_007,CAMP_C,2024-01-05,3000,2833
SCR_028,CAMP_C,2024-01-05,4000,3943
SCR_005,CAMP_C,2024-01-05,4000,4015
SCR_050,CAMP_D,2024-01-05,3000,2932
SCR_025,CAMP_D,2024-01-05,5000,4860
SCR_010,CAMP_D,2024-01-05,6000,5595
SCR_044,CAMP_D,2024-01-05,5000,4989
SCR_016,CAMP_D,2024-01-05,5000,4674
SCR_003,CAMP_D,2024-01-05,4000,3795
SCR_037,CAMP_D,2024-01-05,5000,5008
SCR_008,CAMP_D,2024-01-05,6000,5732
SCR_013,CAMP_D,2024-01-05,5000,4922
SCR_002,CAMP_D,2024-01-05,6000,5767
SCR_029,CAMP_D,2024-01-05,5000,5073
SCR_021,CAMP_D,2024-01-05,5000,4315
SCR_027,CAMP_D,2024-01-05,3000,2902
SCR_048,CAMP_D,2024-01-05,5000,4689
SCR_038,CAMP_D,2024-01-05,5000,5002
SCR_014,CAMP_D,2024-01-05,4000,4654
SCR_036,CAMP_D,2024-01-05,4000,3988
SCR_033,CAMP_D,2024-01-05,4000,3667
SCR_031,CAMP_D,2024-01-05,6000,5828
SCR_028,CAMP_D,2024-01-05,4000,2836
SCR_011,CAMP_E,2024-01-05,3000,2884
SCR_027,CAMP_E,2024-01-05,6000,6044
SCR_042,CAMP_E,2024-01-05,5000,4556
SCR_031,CAMP_E,2024-01-05,3000,2860
SCR_047,CAMP_E,2024-01-05,6000,5883
SCR_048,CAMP_E,2024-01-05,6000,5564
SCR_013,CAMP_E,2024-01-05,6000,6090
SCR_019,CAMP_E,2024-01-05,5000,4848
SCR_021,CAMP_E,2024-01-05,5000,4559
SCR_043,CAMP_E,2024-01-05,5000,4919
SCR_004,CAMP_E,2024-01-05,4000,4085
SCR_006,CAMP_E,2024-01-05,6000,5861
SCR_037,CAMP_E,2024-01-05,3000,2767
SCR_015,CAMP_E,2024-01-05,4000,4126
SCR_035,CAMP_E,2024-01-05,3000,2821
SCR_003,CAMP_E,2024-01-05,5000,4746
SCR_012,CAMP_E,2024-01-05,3000,2870
SCR_049,CAMP_E,2024-01-05,4000,2179
SCR_034,CAMP_E,2024-01-05,5000,4995
SCR_030,CAMP_E,2024-01-05,5000,4965
SCR_019,CAMP_A,2024-01-06,5000,3571
SCR_024,CAMP_A,2024-01-06,3000,3082
SCR_040,CAMP_A,2024-01-06,4000,3717
SCR_015,CAMP_A,2024-01-06,5000,4837
SCR_047,CAMP_A,2024-01-06,4000,3894
SCR_009,CAMP_A,2024-01-06,6000,5813
SCR_031,CAMP_A,2024-01-06,6000,5505
SCR_010,CAMP_A,2024-01-06,6000,5700
SCR_030,CAMP_A,2024-01-06,3000,3048
SCR_039,CAMP_A,2024-01-06,4000,3663
SCR_049,CAMP_A,2024-01-06,5000,4901
SCR_027,CAMP_A,2024-01-06,3000,2756
SCR_036,CAMP_A,2024-01-06,6000,3932
SCR_044,CAMP_A,2024-01-06,4000,4148
SCR_035,CAMP_A,2024-01-06,6000,6155
SCR_014,CAMP_A,2024-01-06,6000,6167
SCR_016,CAMP_A,2024-01-06,6000,7169
SCR_006,CAMP_A,2024-01-06,4000,3820
SCR_029,CAMP_A,2024-01-06,4000,3844
SCR_017,CAMP_A,2024-01-06,4000,3755
SCR_001,CAMP_B,2024-01-06,6000,6190
SCR_049,CAMP_B,2024-01-06,3000,2756
SCR_002,CAMP_B,2024-01-06,3000,2992
SCR_020,CAMP_B,2024-01-06,3000,2747
SCR_030,CAMP_B,2024-01-06,6000,5629
SCR_044,CAMP_B,2024-01-06,3000,3117
SCR_035,CAMP_B,2024-01-06,4000,4020
SCR_028,CAMP_B,2024-01-06,5000,5052
SCR_045,CAMP_B,2024-01-06,5000,5119
SCR_025,CAMP_B,2024-01-06,4000,3783
SCR_015,CAMP_B,2024-01-06,4000,3862
SCR_016,CAMP_B,2024-01-06,6000,3785
SCR_046,CAMP_B,2024-01-06,6000,5708
SCR_023,CAMP_B,2024-01-06,6000,5693
SCR_010,CAMP_B,2024-01-06,4000,3886
SCR_018,CAMP_B,2024-01-06,4000,4007
